kor_full,no,title,year
"문서 특성에 대한 선호도 기반 웹 검색 개인화 정보 필터링, 웹 개인화, 협력 필터링, 추천 시스템 웹 상에서 사용자가 원하는 정보를 효율적으로 검색하는데 도움을 주기 위하여 웹 개인화는 사용자에게 흥미있는 웹 문서들을 추출해내는데 초점을 두고 있다. 이를 실현하기 위한 주요 방법들 중 하나는 문서에 포함된 질의어, 링크 및 사용자의 선호어를 이용하는 것이다. 본 연구에서는 이들 요소 외에 사용자들이 웹문서를 선택할 때 중요하게 생각하는 문서 특성들을 설문을 통하여 조사하였다. 설문 결과 문서의 내용이 가장 중요한 특성이었으나, 일부 사용자들에게는 문서에 포함된 이미지와 가독성도 내용과 마찬가지로 중요하게 간주되었다. 이를 바탕으로 각 사용자를 위한 문서의 주요 특성들의 상대적 가중치를 프로필에 유지 관리하고, 검색 결과의 개인화에 반영하는 방안을 제시한다. 제안한 개인화 방법의 성능을 분석한 결과, 일반 검색 엔진에 비해 최대 약 2.3배의 성능 향상을 보였고, 사용자 질의어와 선호어를 모두 이용하여 검색 결과를 산출하는 방법보다 약 1.5배의 성능 향상을 나타내어 그 우수성을 입증하였다.",572.0,문서 특성에 대한 선호도 기반 웹 검색 개인화,2011.0
"국가경쟁력 향상을 위한 정보교육진흥법 제정의 필요성과 입법 방향 정보교육진흥법, 정보교육 활성화 방안, 정보교육 실태, IT 산업 실태 본 우리나라는 전 세계 IT 생산량의 7%를 차지하는 IT 강국이지만 정보교육을 소홀이 다루고 있어 핵심 원천기술과 SW를 개발할 인력이 부족한 형편이다. 따라서 본 논문에서는 열악한 교육체제를 개선하고 정보교육을 활성화하기 위한 정보교육진흥법 의 제정 방안을 제안하였다. 그리고 이법에서 담아야할 내용으로 체계적이고 안정적인 정보교육의 활성화를 위한 국가와 지방자치단체의 “정보교육종합계획 수립”에 대한 책무, 정보교육의 활성화를 추진하기 위한 위원회 구성, 학교교육과 사회교육에서의 정보교육 활성화 방안, 정보활용능력인증제 도입 등에 대한 구체적인 방안을 제시하였다. 따라서 본 논문을 통해 도출되는 연구 결과는 침체되어 있는 우리나라의 정보교육을 활성화할 수 있는 정보교육진흥법 제정의 방향을 제시해 주는 지표가 될 수 있을 것으로 기대한다.",573.0,국가경쟁력 향상을 위한 정보교육진흥법 제정의 필요성과 입법 방향,2011.0
"언플러그드 에듀테인먼트 교육프로그램의 개발 에듀테인먼트, 컴퓨터과학 언플러그드, 컴퓨터과학교육 교육대학교 학생을 대상으로 설문 결과 절반 이상의 학생이 정보교육이 초등교육에서 중요하지 않다고 인식을 하고 있으며, 실제 수업에서도 배우는데 많은 어려움을 호소하고 있다. 이러한 인식의 전환과 컴퓨터 수업의 어려움을 해결하기 위해 이 연구에서 컴퓨터과학 언플러그드기반의 에듀테인먼트 프로그램을 제안하였다. 에듀테인먼트 요소가 포함된 컴퓨터과학 교육 프로그램을 개발하고 수업 전략을 마련하였다. 제안한 프로그램을 수업에 적용한 결과 학생들의 인식 전환과 함께 수업을 가치 있게 느꼈으며, 학습 주도성뿐만 아니라 학습 성취도에서도 비교반보다 우수한 결과를 보였다. 따라서 본 연구에서 제안한 컴퓨터과학 언플러그드기반 에듀테인먼트 프로그램이 교육대학교의 컴퓨터 과학교육에서 효과적으로 활용될 것으로 기대된다.",574.0,언플러그드 에듀테인먼트 교육프로그램의 개발,2011.0
"선행조직자를 적용한 프로그래밍 학습이 초등학생의 논리적 사고력과 자기효능감에 미치는 영향 선행조직자, 초등 프로그래밍 학습, 논리적 사고력, 자기효능감 본 연구는 초등학교 현장에서 선행조직자를 적용한 프로그래밍 학습이 초등학생의 논리적 사고력과 자기효능감에 미치는 영향을 분석하여 그 효과성을 검증하는 데 목적이 있다. 이에 본 연구에서는 논리적 사고력과 자기효능감을 향상시킬 수 있는 선행조직자를 개발하고 이를 초등 현장에 적용하여 그 효과성을 분석하였다. 본 연구의 검증을 위해 초등학교 4학년 두 학급을 전통적인 프로그래밍 학습을 하는 통제집단과 선행조직자를 적용한 프로그래밍 학습을 하는 실험집단으로 나누어 수업을 실시하였다. 효과성을 검증하기 위해 사전 사후 t-검증을 하였고, 그 결과 두 집단 간의 논리적 사고력과 자기효능감에서 유의미한 차이를 나타내었다.",575.0,선행조직자를 적용한 프로그래밍 학습이 초등학생의 논리적 사고력과 자기효능감에 미치는 영향,2011.0
"정보통신윤리 교육을 위한 블랜디드 문제중심학습 시스템 설계 및 구현 정보통신윤리교육, 블랜디드 문제중심학습 본 논문의 목적은 정보통신윤리 교육을 위한 효과적인 블랜디드 문제중심학습 시스템을 구현하는데 있다. 제안 시스템은 온라인 학습과 면대면 수업이 체계적으로 혼합되었고 온라인 학습 플랫폼을 위해서 무들을 활용하였다. 위키와 블로그를 지식의 생성뿐만 아니라 문제중심학습을 지원하기 위한 능동적 학습 도구로 활용하였다. 제안 시스템에서 학습자가 새로운 지식 생성과 문제 해결 능력 향상, 협동학습의 이해와 같은 문제중심학습의 다양한 효과들을 체험하기 위한 열린 공간으로서의 웹 2.0을 활용하였다. 블랜디드 문제중심학습 시스템은 교수-학습 모형과 함께 정보통신윤리 학습에서 학습자의 수업 만족도와 학업성취도가 평가되었다. 연구 결과를 보면 블랜디드 PBL 학습 방법이 면대면 PBL 학습 방법보다 정보통신윤리 의식 함양에 효과적이었으며 면대면 PBL 학습 방법보다 학습자들의 만족도와 학업성취도가 높았다.",576.0,정보통신윤리 교육을 위한 블랜디드 문제중심학습 시스템 설계 및 구현,2011.0
"디지털스토리텔링을 적용한 게임중독치료교육 프로그램의 개발 인터넷중독, 게임중독, 게임중독치료 프로그램, 디지털스토리텔링 교육 이 연구는 게임중독 치료를 위한 새로운 접근으로 디지털스토리텔링을 활용한 교육 프로그램의 개발 전략을 제안하였다. 우선 디지털스토리텔링 수업을 위한 교육내용을 5가지 멀티미디어 요소로 선정하고 게임중독 치료를 위한 교육전략과 절차를 마련하였다. 5명의 게임중독 위험군 학생을 선발하여 개발된 프로그램을 적용하였고 게임중독 검사, 게임이용시간 검사, 회기별 관찰과 면담, 제안된 프로그램의 효과성 검사를 실시하였다. 검사결과, 제안된 프로그램이 게임중독 경향성의 감소에 긍정적인 효과를 가져왔고, 디지털 스토리텔링 전략의 효과 분석에서 디지털스토리텔링 과정을 통해 느끼는 몰입감, 참여와 도전, 사회적 상호작용, 성취도가 높은 것으로 나타났다. 제안된 디지털스토리텔링 프로그램은 게임중독 치료에 긍정적인 역할을 할 수 있을 것으로 기대한다.",577.0,디지털스토리텔링을 적용한 게임중독치료교육 프로그램의 개발,2011.0
"무정보 blur 이미지 복구를 위한 DFT 변환 2D DFT, Blind deconvolution, Blurring, Deblurring, Moore-Penrose inverse 어떠한 현상 혹은 사물의 이미지를 학생들에게 제공하는데 있어서 여러 가지 원인에 의해 초점이 흐리거나 혹은 흔들린 이미지들이 등장하여 학생들에게 보여주기가 힘든 경우가 빈번하게 발생한다. 특히, 이미지에 대한 구체적인 정보가 없는 경우에는 그 이미지는 쓸모가 없는 것이 된다. 본 연구는 무정보 블러링 이미지를 아주 빠른 시간 내에 복구할 수 있는 2차원 DFT 기반의 하나의 블러링 제거 알고리즘을 제안하는데 있다. 제안된 방법의 빠른 처리 속도는 이산 푸리에 변환, 변환의 필터링과 회선 관계 및 Moore-Penrose 역행렬의 효과적인 계산 방식을 바탕으로 한다. 특히, 필터의 주파수 응답에 관한 처리는 유용한 회선 공식을 유도한다. 제안된 방법의 구현은 보통 크기의 블러링 이미지에 적용했을 때, 아주 빠른 시간 내에 블러링 효과를 제거시킬 수 있고, 보다 선명한 이미지를 제공할 수 있음을 보인다.",578.0,무정보 blur 이미지 복구를 위한 DFT 변환,2011.0
"교원능력개발 원격연수 시범운영 분석 교원능력개발, 원격연수 교육과학기술부가 원격교원연수원을 2000년 12월부터 지정ㆍ인가해 주기 시작한 이래로 지속된 교원 원격연수의 양적 성장에도 불구하고, 연수시간 확보의 어려움, 통신 인프라 문제, 교수자와 학습자간 상호작용의 어려움, 온라인 평가의 공정성 문제, 콘텐츠 갱신의 어려움, 연수생 관리의 어려움 등으로 인해 기대만큼 고품질의 원격연수가 운영되지는 못했다. 이에 본 연구에서는 교원능력개발평가와 연계하여 교원 원격연수의 발전방향을 제시하기 위한 일환으로 16개 시․도 교육연수원에서 분담 개발한 교원능력개발 원격연수 콘텐츠의 시범연수에 참여한 연수생 및 연수운영자의 원격연수에 대한 만족도와 건의사항, 연수시스템의 활용 숙련 수준을 조사하고 분석하였다.",579.0,교원능력개발 원격연수 시범운영 분석,2011.0
"사이버대학 학생정원 관리모형 개발 사이버대학, 정원관리 사이버대학 학생정원의 증원은 학생 규모에 따른 교육여건의 확보, 신입생 충원율 등을 감안하여 결정되는데 정원 관리를 위해 고려되는 항목들이 사이버대학의 특수성을 충분히 반영하지 못하고 있으며, 항목별 기준도 미약하여 증원에 대한 자율 통제, 학습권 보호, 교육의 질 담보를 제대로 수행하지 못하고 있다. 본 연구는 사이버대학 학생정원 관리 정책의 취약점을 보완하고 사이버대학의 특장점을 살려서 고등교육기관으로서의 교육의 질을 담보할 수 있는 학생정원 관리 방안을 제안하기 위하여 수행되었다. 본 연구를 통해 사이버대학의 현황 및 질 제고 요소 분석, 전문가 의견조사 등을 통하여 사이버대학 학생정원 관리모형을 도출하였다",580.0,사이버대학 학생정원 관리모형 개발,2011.0
"초등정규교육과정에서 STEAM을 위한 로봇활용교육 로봇활용교육, 초등정규교육과정, 과학예술융합교육 최근 과학예술융합교육(Science, Technology, Engineering, Art and Mathematics; STEAM)의 중요성이 증대되고 있으며, 로봇활용교육도 좋은 대안으로 고려되고 있다. 현재 대부분의 초등 로봇활용교육은 방과후교실로 운영되고 있는데, 주로 과학과 로봇에 관심이 많은 남학생들을 중심으로 이루어지고 있다. 본 논문에서는 먼저 초등학생들이 로봇을 활용하여 STEAM에 대한 흥미를 유발하게 되는지를 살펴보고자 하였다. 로봇활용의 범주를 5가지(추상적이해형, 구조중심형, 운동중심형, 지능중심형, 가치지향형)로 나눈 후, 초등정규교육과정을 분석하여 적용 가능한 모든 교과와 단원을 추출하였다. 그리고 추출된 단원에 대하여 정규수업시간 내에 수행이 가능한 로봇을 활용하는 교안을 개발하고, 5개월간 적용하였다. 분석 결과, 로봇활용교육이 STEAM에 대한 흥미를 유의미하게 증진시키는 것으로 나타났으며, 특히 여학생의 경우가 더 두드러졌다. 이와 더불어서, 정규 수업에서 로봇활용교육을 운영하는 데 있어서 당면하게 되는 문제점들에 대해 논하고, 향후 STEAM을 위한 로봇활용교육과 관련한 제언을 제시하였다.",581.0,초등정규교육과정에서 STEAM을 위한 로봇활용교육,2011.0
"수·과학 영재학생을 위한 예술교육 프로그램 실시에 관한 인식 조사 연구 영재교육, 예술교육, 창의인성교육, 인성교육, 과학예술영재교육 본 연구의 목적은 수학․과학 영재교육기관에서의 예술교육 프로그램 실시와 관련하여 영재학생, 학부모, 교사의 인식을 확인하는 것이다. 본 연구는 서울지역의 초등학교급 수학․과학영재교육원에서 교육받고 있는 영재학생 및 이들의 학부모, 그리고 이들의 교육에 참여하고 있는 교사들을 대상으로 한 설문조사를 통해 수행되었다. 이들에게 실시된 설문지의 주요 내용은 수학․과학영재교육기관에서의 예술교육 필요성에 대한 학생, 학부모, 교사의 인식 확인, 수학․과학영재교육기관에서 예술교육 프로그램을 실시할 경우 구체적으로 어떤 내용의 프로그램에 대해 흥미를 가지고 있는지를 통한 교육요구 확인, 수학․과학영재교육기관에서 예술교육 프로그램을 실시할 경우 어떤 방법으로 운영되어야 할지에 대한 의견 확인 등을 위한 문항으로 구성되었다. 본 연구의 결과를 요악해보면, 수학․과학 영재교육원에서의 예술교육 실시에 대해 학생, 학부모, 교사 모두 우호적인 태도를 가지고 있으며, 과학과 예술을 통합교과로 개발하여 교육하는 것을 가장 바람직한 형태의 예술교육 보강 방안으로 인식하고 있는 것으로 결론지을 수 있다.",582.0,수·과학 영재학생을 위한 예술교육 프로그램 실시에 관한 인식 조사 연구,2011.0
"융합형 영재교육기관 설립에 관한 연구 융합영재교육, 과학예술영재학교 현재 우리가 살아가고 있는 시대는 지식기반사회를 지나 창조사회로 진입하고 있으며, 창조사회에서 중요시되는 키워드들은 지식, 창의성, 융합 등일 것이다. 21세기 창조사회에 선제적으로 대응하기 위하여 창의적인 융합형 인재를 양성해야 하는 당위성을 찾을 수 있는 이유이기도 하다. 이와 같은 시대적 배경에 따라 교육과학기술부는 2010년 6월 과학과 예술의 통합 교육 실시에 관한 내용을 포함한 『창의성과 인성 함양을 위한 초․중등 예술교육활성화 기본방안』을 발표하였으며, 2011년 1월에는 초․중등 STEAM 교육에 관한 내용을 포함한 『제2차 과학기술인력육성지원 기본계획(안)』을 발표하였다. 본 논문에서는 창의적인 융합형 인재를 육성하기 위한 영재교육기관 설립 시에 적용 가능한 전략을 개발하였다. 이를 위하여 융합형 영재교육의 필요성과 사례 분석을 통한 시사점을 도출하고, 이를 적용하여 융합형 영재교육기관 설립을 위한 전략을 개발하였다.",583.0,융합형 영재교육기관 설립에 관한 연구,2011.0
"사이버대학생의 학습성과에 대한 과제가치,지각된 유용성, 교수실재감의 영향 과제가치, 지각된 유용성, 교수실재감, 학습몰입, 학습지속의향 본 연구는 사이버대학생의 과제가치, 지각된 유용성이 학습성과(학습몰입, 학습지속의향)에 미치는 영향과 교수실재감의 매개효과를 분석하기 위해, H 사이버대학생 137명을 대상으로 수행되었다. 그 결과, 과제가치와 지각된 유용성은 학습몰입과 학습지속의향에 유의미한 영향을 미치는 요인으로 확인되었으며, 교수실재감은 과제가치와 지각된 유용성이 학습성과(학습몰입, 학습지속의향)을 예측하는 데 있어 매개역할을 하는 것으로 나타났다. 이와 같은 결과는 사이버대학생의 학습성과(학습몰입, 학습지속의향)를 높이기 위해서는 과제가치, 지각된 유용성 향상을 위한 학습과정 설계 전략과 함께 교수자의 역할과 행동, 촉진을 제공하기 위한 노력이 필요함을 시사한다.",584.0,"사이버대학생의 학습성과에 대한 과제가치,지각된 유용성, 교수실재감의 영향",2011.0
"방향 센서를 활용한 좌표 및 면적 측정 안드로이드 애플리케이션 개발 안드로이드, 방향 센서, 학습 콘텐츠, 스마트 러닝 본 논문에서는 스마트 기기의 방향 센서를 활용하여 현재 기기가 놓인 상황을 파악하고 카메라를 통해 표현되는 실제 사물이 위치한 공간 좌표를 계산하여 넓이를 측정할 수 있는 애플리케이션을 개발함으로써 수학 교과의 인식론적 장애를 해소하고자 한다. 또한 개발한 애플리케이션의 현장 적용 가능성, 교육적 효과 등을 초등학교에서 넓이를 지도하는 담임 교사로 구성된 전문가 평가를 통해 검증하였으며, 검증 결과 교육적 활용 면에서 긍정적으로 분석되었다.",585.0,방향 센서를 활용한 좌표 및 면적 측정 안드로이드 애플리케이션 개발,2011.0
"검색기능을 지원하는 초등 디지털교과서의 개발 디지털교과서, XML, 단락 검색 최근까지 개발된 디지털교과서는 전자칠판, 학습도구, 멀티미디어 등의 기능은 포함하였지만 자료검색 지원에는 취약점을 갖고 있었다. 본 연구에서는 검색기능을 지원하는 초등학교 디지털교과서를 개발하는데 목표를 두었다. 이를 위해 초등교사를 대상으로 검색기능 수요조사를 실시하였고 조사결과를 기반으로 디지털교과서를 설계하고 구현하였다. 개발된 디지털교과서는 XML로 기술되었고 의미 있는 단락 모음별로 검색할 수 있는 것이 특징이다. 디지털교과서의 사용후 설문에서 수업에의 유용성과 향후 사용의지에도 90% 이상의 교사가 긍정적으로 답하여 앞으로 초등학교에 보급될 디지털교과서에 검색기능이 반영되면 교수-학습에 많은 도움이 될 것으로 기대할 수 있다.",586.0,검색기능을 지원하는 초등 디지털교과서의 개발,2011.0
"스크래치를 이용한 초등학교 컴퓨터 교육과정 설계 프로그래밍 교육, 스크래치, 초등학교 컴퓨터 교육과정, 교육과정 설계 프로그래밍 교육은 문제 해결 능력과 논리적 사고력 향상에 긍정적인 영향을 끼친다. 하지만 초등학교에서의 프로그래밍 교육은 아직 활성화되고 있지 않다. 그 원인 가운데 하나는 체계적인 교육과정의 부재이다. 본 논문에서는 교육용 프로그래밍 언어인 스크래치를 사용하여 초․중등학교 정보통신기술 교육 운영지침 개정안의 ‘정보처리의 이해’ 영역의 교육과정을 설계하였다. 학습자의 인지부담을 최소화하기 위하여 1～2학년은 4차시, 3～4학년은 5차시, 5～6학년은 6차시 분량으로 교수․학습 지도안을 작성하여 제시했다. 전문가 집단을 선정하여 제시한 교육과정과 교수․학습 지도안을 검증하였다. 검증 결과 학습 대상, 교육요소, 학습내용, 학습량, 교수학습지도안의 적정성 등 거의 모든 영역에서 적절하다는 결론을 얻었다. 본 논문에서 설계한 교육과정을 실제 수업에 적용한다면 초등학교 프로그래밍 교육을 효율적으로 수행할 수 있을 것이며, 더 나아가 초등학생들의 논리적 사고력, 문제해결력, 창의력, 정보처리능력 등을 신장시킬 수 있을 것이다.",587.0,스크래치를 이용한 초등학교 컴퓨터 교육과정 설계,2011.0
"초등·중학생의 시간관이 인터넷과 휴대폰 중독에 미치는 영향 인터넷 중독, 휴대폰 중독, 시간관, 초등교육, 상대적 중요도 초등․중학생을 대상으로 하는 인터넷 및 휴대폰 중독 요인에 대한 기존 연구에서는 집착, 자기효능감, 자기통제력 등 개인적 요인과 부모, 친구, 학교, 지역사회, 대중 매체와 같은 환경적인 요인 등을 제시하였다. 이들 연구는 대부분 학생을 중심으로 자기 자신이나 부모, 친구, 학교, 사회와 같이 상호작용 대상을 중심으로 하였다. 최근, 시간관에 대한 중요성이 강조되면서 여러 영역에서 이에 대한 연구가 시작되었는데, 아직 교육 영역에서 시간관을 다루는 연구는 거의 없다. 본 논문에서는 시간관에 대한 개념을 기술하고 초등 및 중학생들의 시간관이 인터넷․휴대폰 중독의 관점에서 어떤 영향을 미치지는 지를 살펴본다. 이를 위해 619명의 초등․중학생을 대상으로 설문을 실시한 후, 그 결과를 제시한다. 이를 통해 두 중독에 대한 관련 요인들의 상대적 중요도를 재조명하고 두 가지 중독에 대한 예방 방법을 제언한다.",588.0,초등·중학생의 시간관이 인터넷과 휴대폰 중독에 미치는 영향,2011.0
"스크래치 프로그래밍을 통한 알고리즘 학습 프로그램 개발 및 적용 연구 컴퓨터 과학 교육, 알고리즘, 교육용 프로그래밍 언어, 스크래치 본 연구에서는 컴퓨터 과학 교육에서 강조하는 알고리즘 수업에서 교육용 프로그래밍 언어인 스크래치를 활용하였을 때 학습자의 논리적 사고력에 미치는 영향을 분석하고자 교재를 개발하고 투입하여 효과를 검증하였다. 알고리즘 교육 내용은 외국의 ACM과 국내의 중학교 정보 교과 교육과정을 분석하여 선정하였으며, 개발된 교재를 초등학교 4학년 학생에게 투입하였다. 논리적 사고력의 영향을 살펴보기 위하여 GALT 축소본 검사지를 사용하였으며 실험집단의 논리적 사고력의 논리합계와 조합논리에서 유의미한 차이의 신장을 보였다..",589.0,스크래치 프로그래밍을 통한 알고리즘 학습 프로그램 개발 및 적용 연구,2011.0
"오류분석에 기반한 NXC 로봇프로그래밍 지원시스템의 개발 로봇 프로그래밍, 프로그래밍 교육 컴퓨터 교육은 기능 중심의 교육에서 창의력과 문제해결력을 신장시킬 수 있는 방향으로 전환되며 프로그래밍이 새롭게 주목받고 있다. 그러나 기존의 프로그래밍 교육은 여전히 문법 위주의 언어 지식 교육에 치우쳐 있어 한계가 있었다. 로봇 프로그래밍은 그 자체가 문제해결과정이며 프로그래밍 결과를 로봇이라는 구체물을 통해 직접 확인할 수 있으므로 학습자들의 흥미와 동기유발에 도움을 줄 수 있다. 그러나 실제 로봇 프로그래밍 교육을 실시해 보면 학습자들이 여러 가지 오류 때문에 어려움에 직면하는 것을 볼 수 있다. 따라서 본 연구에서는 로봇 프로그래밍에서 학습자들이 발생시키는 오류들을 유형별로 나누어 분석하고 이를 기초로 오류 해결 지원 도구를 개발하였다. 개발된 오류 해결 지원 도구는 발생되는 오류를 감소시키고 오류 해결을 쉽게 할 수 있도록 명령어의 세트화, 언어 및 오류 메시지의 한글화, 학습단계별 예제소스 및 도움말, 주요 코딩 오류 제거기능, 코드정렬 및 행번호 표시 기능 등을 제공하였다. 투입 결과 오류 해결 지원 도구는 오류 감소와 오류 해결에 도움이 됨을 확인할 수 있었다.",590.0,오류분석에 기반한 NXC 로봇프로그래밍 지원시스템의 개발,2011.0
"초등 영재의 정보과학교과 수행능력과 영재성 간의 관계분석 정보영재, 영재성, 자료구조 지식산업사회에서 국가경쟁력을 높이는데 기여하는 영재에 대한 선발이 최근에는 기초 능력평가를 통해 진행되고 있다. 기초 능력은 창의력, 사고력과 관련된 능력에 관한 것으로 한정하고 있으며, 지식산업사회를 살아가는데 누구에게나 필요할 것으로 판단되는 정보과학에 대한 내용은 배제되어 있는 상황이다. 이에 본 연구는 정보과학 수행능력과 실제 영재성과의 관계를 규명하기 위한 목적으로, 초등 영재 61명을 대상으로 정보과학 교육 프로그램을 6주간 실시하여 그 효과를 검증하였다. 분석결과, 영재성 정도에 따라 정보과학 수행능력은 차이가 있었고, 정보과학 수행능력과 영재성은 통계적으로 유의한 상관을 나타내었다. 따라서 정보사회에서 모든 분야의 기초가 될 것으로 고려되는 정보과학의 내용을 영재성 검사에 포함시킬 것을 제안하였다.",591.0,초등 영재의 정보과학교과 수행능력과 영재성 간의 관계분석,2011.0
"다문화 교육을 위한 교육용 콘텐츠 분석 및 개선방안 다문화가정 아동, 다문화 교육, 교육용 콘텐츠, 사이버가정학습 다문화가정 아동들은 학습 부진 및 학습 결손의 누적으로 이미 심각한 교육격차 문제를 안고 있다. 다문화가정 아동을 위해 수준별 교육이 반드시 필요하지만, 교육현장에서는 다문화가정 아동만을 위해 역량을 집중하기 어려운 현실이다. 이를 위해 수준별·개별 학습에 적합한 교육용 콘텐츠를 다문화가정 아동지도에 필요하나, 다문화가정 아동을 위한 교육용 콘텐츠를 새로 개발하면 예산과 시간이 많이 필요하게 되므로 기존의 교육용 콘텐츠를 다문화 가정 아동도 활용할 수 있도록 개선이 필요하다. 그러므로 본 논문에서는 교육용 콘텐츠 평가도구를 기반으로 다문화가정 아동을 위한 교육용 콘텐츠 적절성 평가도구를 개발하여, 사이버가정학습 4∼6학년 국어 콘텐츠를 평가해보고 개선방안을 제시하고자 한다.",592.0,다문화 교육을 위한 교육용 콘텐츠 분석 및 개선방안,2011.0
"초등 정보통신윤리 교육수준 제고를 위한 3중 연계교수학습모형 연구 정보통신윤리, 3중 연계교수학습모형 정보통신은 편리하기도 하지만 일면 심각한 부작용이 존재한다. 특히, 가치관이 정립되지 못한 초등학생들의 정보통신윤리 확립은 매우 중요한 과제라고 할 수 있다. 본 논문에서는 학생들이 가장 일반적으로 접하고 있는 대표적 방법인 수업을 통해 초등 정보통신윤리 교육수준을 제고하고자 3중 연계교수학습모형을 제안한다. 3중 연계교수학습모형은 임의의 수업모형 3가지를 선택하여 차시별로 내용을 연계하여 각각의 수업시간에 독립적으로 적용하는 형태이다. 수업모형 3가지는 수업자가 전달하고자 하는 내용에 맞게 선택가능한 형태이다. 본 실험에서는 배려모형, 가정연계모형, 가상체험모형을 연계하였다. 실험은 동일한 조건속에서 적용되는 모형을 달리하여 실행한다. 정보통신윤리 수준 제고에 미치는 교육적 효과를 비교 분석하여 3중 연계교수학습모형이 단일 교수학습모형에 비하여 학생들의 정보통신윤리 함양 및 실천능력을 신장시키는데 유의미한 효과가 있음을 보이고 있다.",593.0,초등 정보통신윤리 교육수준 제고를 위한 3중 연계교수학습모형 연구,2011.0
"초등학교 영어과 학습 부진아를 위한 RPG 게임 기반 학습 콘텐츠 개발 및 적용 롤플레잉 게임, 학습 콘텐츠, 영어 학습부진아, ADDIE 모형 본 연구의 목적은 초등학교 영어 학습부진아를 위한 RPG 게임 기반의 학습 콘텐츠를 개발하여 그 교육적 효과를 검증하기 위한 것이다. 교수 설계의 기본 모형인 ADDIE 모형을 토대로 교육과정 및 관련 문헌을 분석하여 설계 전략을 추출하였으며, 이 설계 전략을 활용하여 영어 교육용 RPG 게임을 개발하였다. 개발된 콘텐츠는 초등학교 5학년 영어 학습부진아 4명을 대상으로 2개월 동안 적용하였다. 연구 결과를 분석하기 위해 자유 글쓰기, 인터뷰, 그리고 담임교사의 관찰 방법을 병행하였다. 그 결과, 영어 학습부진아들은 RPG 게임 자체에 흥미를 가지게 되었고, 이것은 학습 기대감과 만족감으로 이어졌다. 게임에서 미션의 해결에서 오는 만족감은 새로운 미션에 대한 도전감을 갖도록 하였는데, 이것은 Keller가 언급하고 있는 ‘계속동기(continuing motivation)'의 측면에서 해석될 수 있다.",594.0,초등학교 영어과 학습 부진아를 위한 RPG 게임 기반 학습 콘텐츠 개발 및 적용,2011.0
"정보영재지도교사의 저작권 인식 조사 및 저작권교육 프로그램의 개발 정보영재 교사연수, 저작권 교육, 영재교육 본 연구에서는 정보영재 지도교사들의 저작권에 대한 인식과 그에 따른 저작권교육프로그램의 개발에 관한 내용을 제안한다. 우선 정보영재 지도교사와 일반교사를 대상으로 저작권 관련 지식과 태도를 비교, 분석하였다. 분석결과 두 그룹간의 저작권에 대한 지식뿐만 아니라 정의적, 심동적 태도에서도 차이를 보이지 않아 정보영재교사 연수에서 저작권 교육이 필요하다는 것을 발견하였다. 발견된 내용을 토대로 정보영재 지도교사를 위한 저작권 교육 프로그램과 교수-학습 전략을 개발하였다. 개발된 프로그램은 델파이 조사와 전문가 검증을 통해 효과성을 검증하였다. 본 연구의 결과는 정보영재교사연수에서 저작권 교육을 확산하고 정착하는데 기여할 것으로 기대한다.",595.0,정보영재지도교사의 저작권 인식 조사 및 저작권교육 프로그램의 개발,2011.0
"사이버대학에서 지각된 수단성, 숙달접근목표지향성 및 자기조절학습능력과 학업성취도 간의 구조적 관계 분석 사이버대학, 지각된 수단성, 숙달접근목표지향성, 자기조절학습능력, 학업성취도 본 연구는 평생교육을 위해 사이버대학에 진학한 학생들을 대상으로 지각된 수단성, 숙달접근목표지향성 및 자기조절학습능력과 학업성취도 간의 인과관계를 규명하는 것을 목적으로 W사이버대학의 2010년 2학기 재학생 317명을 대상으로 설문조사를 하여 그 결과를 구조방정식모형을 통해 검증하였다. 연구 결과 첫째, 내재적 수단성이 숙달접근목표지향성에 유의한 영향을 미쳤다. 둘째, 숙달접근목표지향성이 자기조절학습능력에 유의한 영향을 미쳤다. 셋째, 자기조절학습능력이 유일하게 학업성취도에 정적인 영향을 미쳤으며 외재적 수단성은 학업성취도에 부정적인 영향을 미쳤다. 또한, 내재적 수단성은 학업성취도에 직접적인 영향을 미치지는 못 했지만 간접효과를 보였으며 자기조절학습능력이 숙달접근목표지향성과 학업성취도 간을 매개하고 있음이 추가적으로 검증되었다.",596.0,"사이버대학에서 지각된 수단성, 숙달접근목표지향성 및 자기조절학습능력과 학업성취도 간의 구조적 관계 분석",2011.0
